City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
286,Sabha,LY,2022-04-20 22:58:27,27.0377,14.4283,74.26,16,85,12.88
287,Hohhot,CN,2022-04-20 22:58:27,40.8106,111.6522,48.49,43,20,20.13
288,San Angelo,US,2022-04-20 22:54:15,31.4638,-100.437,95.95,23,19,15.01
289,Chacabuco,AR,2022-04-20 22:58:28,-34.6417,-60.4739,63.39,73,91,7.4
290,Port Hardy,CA,2022-04-20 22:58:28,50.6996,-127.4199,48.38,66,100,18.41
291,Yerbogachen,RU,2022-04-20 22:58:29,61.2767,108.0108,18.81,89,43,4.52
292,Okha,RU,2022-04-20 22:58:29,53.5739,142.9478,30.87,93,100,17.43
293,Mnogovershinnyy,RU,2022-04-20 22:58:30,53.9353,139.9242,28.17,91,97,5.77
294,Maniitsoq,GL,2022-04-20 22:58:30,65.4167,-52.9,20.12,57,87,5.5
295,Naze,JP,2022-04-20 22:53:57,28.3667,129.4833,68.92,79,100,13.73
296,Yumen,CN,2022-04-20 22:58:31,40.2833,97.2,46.65,19,100,5.61
297,Tura,IN,2022-04-20 22:58:31,25.5198,90.2201,66.43,74,1,2.48
298,Makakilo City,US,2022-04-20 22:55:19,21.3469,-158.0858,79.02,60,43,17.36
299,Tashtyp,RU,2022-04-20 22:58:32,52.7939,89.8983,36.41,98,99,2.75
300,Punto Fijo,VE,2022-04-20 22:55:13,11.6956,-70.1996,80.87,73,84,16.67
301,Limoges,FR,2022-04-20 22:54:12,45.75,1.3333,52.36,87,0,3.44
302,Nome,US,2022-04-20 22:58:32,64.5011,-165.4064,38.1,56,5,4.74
303,Merauke,ID,2022-04-20 22:55:06,-8.4667,140.3333,81.72,80,100,3.96
304,Keskin,TR,2022-04-20 22:58:33,39.6731,33.6136,43.32,52,7,4.12
305,Muros,ES,2022-04-20 22:58:33,42.7762,-9.0603,46.83,83,11,4.47
306,Yar-Sale,RU,2022-04-20 22:58:34,66.8333,70.8333,11.39,91,100,22.32
307,Amahai,ID,2022-04-20 22:58:34,-3.3333,128.9167,80.42,81,47,1.43
308,Treinta Y Tres,UY,2022-04-20 22:58:35,-33.2333,-54.3833,65.89,61,51,11.03
309,Willowmore,ZA,2022-04-20 22:58:35,-33.2926,23.4895,65.97,33,93,4.14
310,Umkomaas,ZA,2022-04-20 22:58:36,-30.2067,30.7978,64.67,83,0,9.75
311,Ginir,ET,2022-04-20 22:58:36,7.1333,40.7,58.17,79,56,4.43
312,Uribia,CO,2022-04-20 22:58:36,11.7139,-72.266,80.76,73,78,13.18
313,San Policarpo,PH,2022-04-20 22:58:37,12.1791,125.5072,81.18,83,84,8.01
314,Najran,SA,2022-04-20 22:57:11,17.4924,44.1277,75.85,21,36,2.53
315,Pevek,RU,2022-04-20 22:58:37,69.7008,170.3133,23.83,77,100,0.85
316,North Myrtle Beach,US,2022-04-20 22:58:38,33.816,-78.68,61.38,57,4,4.0
317,Afzalpur,IN,2022-04-20 22:59:38,17.2,76.35,91.18,33,83,9.8
318,Coihaique,CL,2022-04-20 22:59:39,-45.5752,-72.0662,49.95,66,75,5.75
319,Hurricane,US,2022-04-20 22:59:39,37.1753,-113.2899,82.74,20,9,10.33
320,Dicabisagan,PH,2022-04-20 22:59:40,17.0818,122.4157,78.37,85,2,1.05
321,Bestobe,KZ,2022-04-20 22:59:40,52.4994,73.0975,52.45,80,99,13.13
322,Samarai,PG,2022-04-20 22:59:41,-10.6167,150.6667,82.9,76,99,12.3
323,Ucluelet,CA,2022-04-20 22:59:41,48.9329,-125.5528,48.09,84,100,1.01
324,Hamilton,US,2022-04-20 22:55:57,39.1834,-84.5333,65.03,36,88,4.0
325,Ust-Koksa,RU,2022-04-20 22:59:42,50.2696,85.6108,33.31,85,99,1.79
326,Kijang,KR,2022-04-20 22:59:42,35.2442,129.2139,55.13,53,100,6.04
327,San Cristobal,VE,2022-04-20 22:59:42,7.7669,-72.225,78.98,90,99,1.52
328,Kandrian,PG,2022-04-20 22:59:43,-6.2167,149.55,82.58,76,87,4.25
329,El Jicaro,GT,2022-04-20 22:59:43,14.9167,-89.9,94.53,37,53,7.49
330,San Andres,CO,2022-04-20 22:59:43,12.5847,-81.7006,84.22,70,20,6.91
331,Manado,ID,2022-04-20 22:59:44,1.487,124.8455,75.97,94,20,1.14
332,Gold Coast,AU,2022-04-20 22:59:44,-28.0,153.4333,77.18,78,56,9.22
333,Yarmouth,US,2022-04-20 22:59:45,41.7057,-70.2286,53.96,60,6,3.0
334,Monroe,US,2022-04-20 22:55:40,43.1501,-77.6831,49.53,51,62,4.0
335,Hay River,CA,2022-04-20 22:59:45,60.8156,-115.7999,30.18,51,0,9.22
336,Luwingu,ZM,2022-04-20 22:59:46,-10.2621,29.9271,60.13,98,100,4.32
337,Gravelbourg,CA,2022-04-20 22:59:13,49.8834,-106.5512,32.27,73,100,18.01
338,Key Largo,US,2022-04-20 22:59:46,25.0865,-80.4473,78.01,72,67,20.87
339,Kruisfontein,ZA,2022-04-20 22:59:47,-34.0033,24.7314,69.44,31,92,5.1
340,Shelburne,CA,2022-04-20 22:59:47,44.0787,-80.2041,48.76,56,72,5.14
341,Bassila,BJ,2022-04-20 22:59:48,9.0081,1.6654,77.85,71,100,8.37
342,Tisovec,SK,2022-04-20 22:59:48,48.6774,19.9436,38.64,80,8,4.43
343,Troy,US,2022-04-20 22:58:54,42.6056,-83.1499,49.82,63,100,5.99
344,Kudahuvadhoo,MV,2022-04-20 22:59:49,2.6708,72.8944,83.57,72,41,7.47
345,Russell,US,2022-04-20 22:59:49,32.3502,-85.1999,73.11,47,77,5.88
346,Betsiamites,CA,2022-04-20 22:59:49,48.9413,-68.646,42.89,68,40,19.04
347,Alyangula,AU,2022-04-20 22:59:50,-13.8483,136.4192,73.27,100,88,1.14
348,Chicama,PE,2022-04-20 22:59:50,-7.8447,-79.1469,66.74,70,21,8.19
349,Qandala,SO,2022-04-20 22:59:51,11.472,49.8728,81.9,63,0,4.92
350,Tautira,PF,2022-04-20 22:59:51,-17.7333,-149.15,80.55,74,15,9.44
351,Babu,CN,2022-04-20 22:59:51,24.4167,111.5167,63.59,95,18,1.54
352,Keti Bandar,PK,2022-04-20 22:59:52,24.1447,67.4497,79.07,85,0,12.73
353,Faya,SA,2022-04-20 22:59:52,18.3851,42.4509,66.72,49,50,1.1
354,Tumarbong,PH,2022-04-20 22:59:53,10.3766,119.4579,80.64,81,72,2.51
355,Port Augusta,AU,2022-04-20 22:59:53,-32.5,137.7667,64.26,65,65,8.75
356,Axim,GH,2022-04-20 22:59:54,4.8699,-2.2405,80.1,88,43,8.52
357,Owatonna,US,2022-04-20 22:58:15,44.0839,-93.226,45.14,85,100,6.91
358,Kitimat,CA,2022-04-20 22:59:54,54.0524,-128.6534,59.38,50,83,5.48
359,Saint-Pierre,RE,2022-04-20 22:59:55,-21.3393,55.4781,76.68,80,75,4.61
360,Tornio,FI,2022-04-20 22:59:55,65.8481,24.1466,30.22,92,39,4.12
361,Joshimath,IN,2022-04-20 22:59:56,30.5667,79.5667,58.55,46,98,6.85
362,Fairbanks,US,2022-04-20 22:59:01,64.8378,-147.7164,44.24,32,13,1.99
363,Chokurdakh,RU,2022-04-20 22:59:56,70.6333,147.9167,17.37,92,96,2.77
364,Kichera,RU,2022-04-20 22:59:57,55.9375,110.0997,26.49,97,100,6.67
365,Gamba,GA,2022-04-20 23:00:57,-2.65,10.0,75.76,93,97,5.01
366,Korla,CN,2022-04-20 23:00:31,41.7597,86.1469,62.15,39,99,13.11
367,Port Blair,IN,2022-04-20 23:00:35,11.6667,92.75,82.6,74,38,5.5
368,Ambilobe,MG,2022-04-20 23:00:58,-13.2,49.05,75.16,95,100,1.88
369,Aras,ES,2022-04-20 23:00:58,42.5617,-2.356,43.21,81,100,12.66
370,Vestmanna,FO,2022-04-20 23:00:59,62.1564,-7.1664,43.72,93,4,17.27
371,Kasiri,SL,2022-04-20 23:00:59,8.9412,-13.1148,79.34,81,55,3.42
372,Meridian,US,2022-04-20 23:00:34,43.6121,-116.3915,66.7,31,75,13.8
373,Kapenguria,KE,2022-04-20 23:01:00,1.2511,35.0895,59.02,90,90,3.06
374,Plettenberg Bay,ZA,2022-04-20 23:01:00,-34.0527,23.3716,71.17,42,92,7.63
375,Buin,CL,2022-04-20 23:01:01,-33.7333,-70.75,67.73,48,73,1.68
376,Esna,EG,2022-04-20 23:01:01,25.2934,32.554,67.69,29,0,12.75
377,Conway,US,2022-04-20 22:58:05,35.0887,-92.4421,60.89,100,100,5.75
378,Waren,DE,2022-04-20 23:01:02,53.5167,12.6833,39.61,92,98,8.95
379,Erenhot,CN,2022-04-20 23:01:03,43.6475,111.9767,37.67,51,78,23.2
380,Jabinyanah,TN,2022-04-20 23:01:03,35.035,10.9081,66.51,70,79,10.65
381,Sola,VU,2022-04-20 23:01:04,-13.8833,167.55,83.1,72,23,11.01
382,Atar,MR,2022-04-20 23:01:04,20.5169,-13.0499,82.65,19,10,7.02
383,Narsaq,GL,2022-04-20 23:01:05,60.9167,-46.05,35.82,63,64,3.04
384,Vanimo,PG,2022-04-20 23:01:05,-2.6741,141.3028,79.66,87,99,5.32
385,Ada,US,2022-04-20 23:01:06,43.4166,-116.1262,64.65,32,56,13.0
386,Blythe,US,2022-04-20 23:01:06,33.6103,-114.5964,91.04,14,0,12.82
387,Sinop,TR,2022-04-20 23:01:08,41.7711,34.8709,39.63,86,22,11.21
388,Guaiba,BR,2022-04-20 23:01:08,-30.1139,-51.325,69.3,81,2,8.08
389,Nayoro,JP,2022-04-20 23:01:09,44.3506,142.4578,52.99,44,0,10.38
390,Thunder Bay,CA,2022-04-20 22:58:28,48.4001,-89.3168,34.29,97,100,10.36
391,Jinchang,CN,2022-04-20 23:01:09,38.4953,102.1739,49.01,17,100,4.14
392,Andros Town,BS,2022-04-20 23:01:10,24.7,-77.7667,75.74,75,61,23.78
393,Guerrero Negro,MX,2022-04-20 23:01:10,27.9769,-114.0611,67.24,61,38,23.44
394,Terni,IT,2022-04-20 23:01:11,42.6833,12.3167,50.97,80,100,2.35
395,Burnie,AU,2022-04-20 23:01:11,-41.0667,145.9167,53.19,54,4,7.34
396,Stykkisholmur,IS,2022-04-20 23:01:12,65.0757,-22.7297,43.21,87,100,7.36
397,Flin Flon,CA,2022-04-20 23:01:12,54.7682,-101.865,32.45,87,100,11.54
398,Tateyama,JP,2022-04-20 23:01:14,34.9833,139.8667,64.09,78,94,5.79
399,Severodvinsk,RU,2022-04-20 23:01:14,64.5635,39.8302,24.91,95,14,4.85
400,Pacific Grove,US,2022-04-20 23:01:15,36.6177,-121.9166,63.25,77,14,14.0
401,Pointe-Noire,CG,2022-04-20 23:01:15,-4.7761,11.8635,76.69,92,100,3.69
402,San Joaquin,US,2022-04-20 23:01:16,37.9333,-121.3011,74.34,32,0,7.94
403,Nueva Loja,EC,2022-04-20 23:01:16,0.0847,-76.8828,73.27,96,71,2.01
404,Skibbereen,IE,2022-04-20 23:01:17,51.55,-9.2667,49.1,78,100,13.58
405,Antigonish,CA,2022-04-20 23:00:14,45.6169,-61.9986,48.15,55,50,11.99
406,Sukhothai,TH,2022-04-20 23:01:17,17.25,99.6667,79.95,63,21,2.39
407,Portland,US,2022-04-20 23:01:18,45.5234,-122.6762,54.52,86,75,14.97
408,Singaraja,ID,2022-04-20 23:01:19,-8.112,115.0882,78.37,83,98,3.22
409,Meulaboh,ID,2022-04-20 23:01:19,4.1363,96.1285,78.35,85,96,5.44
410,Guarapari,BR,2022-04-20 23:01:20,-20.6667,-40.4975,75.88,84,0,4.79
411,Sylvan Lake,CA,2022-04-20 23:01:20,52.3168,-114.0853,32.36,86,100,8.28
412,Mocuba,MZ,2022-04-20 23:02:21,-16.8392,36.9856,70.68,92,89,5.86
413,Balkhash,KZ,2022-04-20 23:02:21,46.844,74.9804,50.76,43,39,8.14
414,Haimen,CN,2022-04-20 23:02:22,23.1935,116.6142,67.37,92,100,3.94
415,Oistins,BB,2022-04-20 22:59:57,13.0667,-59.5333,78.89,65,20,17.27
416,Bonavista,CA,2022-04-20 23:02:22,48.6499,-53.1147,40.17,95,100,20.15
417,Tibiao,PH,2022-04-20 23:02:23,11.2915,122.0354,81.48,74,42,4.09
418,Catamarca,AR,2022-04-20 22:57:53,-28.4696,-65.7852,69.58,61,45,3.38
419,Darhan,MN,2022-04-20 23:02:24,49.4867,105.9228,32.63,46,55,2.8
420,Harlingen,US,2022-04-20 23:00:17,26.1906,-97.6961,82.49,42,100,16.73
421,Tazovskiy,RU,2022-04-20 23:02:24,67.4667,78.7,9.99,95,100,11.72
422,Santa Lucia,ES,2022-04-20 23:02:25,27.9117,-15.5407,56.77,68,75,24.16
423,Yangambi,CD,2022-04-20 23:02:25,0.8102,24.4336,69.35,99,100,1.7
424,Maarianhamina,AX,2022-04-20 23:02:26,60.0973,19.9348,39.06,87,0,8.05
425,Xinxiang,CN,2022-04-20 23:02:26,35.3089,113.8672,58.96,69,21,6.35
426,Chimbote,PE,2022-04-20 23:02:26,-9.0853,-78.5783,68.16,82,32,9.44
427,Zhigansk,RU,2022-04-20 23:02:27,66.7697,123.3711,20.5,93,100,4.81
428,General Delgado,PY,2022-04-20 23:02:27,-27.1667,-56.5167,72.1,71,65,5.17
429,Hirara,JP,2022-04-20 23:02:28,24.8,125.2833,74.95,81,100,18.54
430,Duverge,DO,2022-04-20 23:02:28,18.3784,-71.5247,78.85,84,100,3.53
431,San Vicente,AR,2022-04-20 22:59:55,-26.6167,-54.1333,62.06,76,6,1.36
432,Salekhard,RU,2022-04-20 23:02:29,66.53,66.6019,3.43,83,55,9.13
433,Ossora,RU,2022-04-20 23:02:29,59.2353,163.0719,23.22,81,10,1.28
434,Kanker,IN,2022-04-20 23:02:30,20.2719,81.4931,80.06,27,9,6.93
435,Tyumentsevo,RU,2022-04-20 23:02:30,53.3224,81.498,38.61,89,100,7.74
436,Madang,PG,2022-04-20 23:02:30,-5.2246,145.7966,80.22,77,98,2.73
437,Namatanai,PG,2022-04-20 23:02:31,-3.6667,152.4333,84.16,71,97,10.11
438,Nakusp,CA,2022-04-20 23:01:57,50.2499,-117.8023,51.48,47,55,4.16
439,Luwuk,ID,2022-04-20 23:02:04,-0.9516,122.7875,79.81,81,99,1.3
440,Langenburg,DE,2022-04-20 23:02:32,49.2544,9.8458,43.5,73,75,4.61
441,Sampit,ID,2022-04-20 23:02:33,-2.5333,112.95,73.44,99,96,0.81
442,Marsh Harbour,BS,2022-04-20 23:02:33,26.5412,-77.0636,72.77,71,98,23.6
443,Surab,PK,2022-04-20 23:02:34,28.4914,66.2585,60.84,23,0,3.67
444,Asau,RO,2022-04-20 23:02:34,46.4333,26.4,38.95,73,95,4.34
445,Beringovskiy,RU,2022-04-20 23:02:35,63.05,179.3167,29.03,89,98,1.72
446,Tilichiki,RU,2022-04-20 22:59:35,60.4667,166.1,17.2,88,88,6.44
447,Sioux Lookout,CA,2022-04-20 22:58:56,50.1001,-91.917,32.07,100,100,6.91
448,Arvi,IN,2022-04-20 23:02:35,20.9833,78.2333,90.07,16,60,2.71
449,Aksarka,RU,2022-04-20 23:02:36,66.5606,67.7975,3.65,82,93,10.22
450,Chambas,CU,2022-04-20 23:00:11,22.1928,-78.9136,77.2,72,57,14.47
451,Havre-Saint-Pierre,CA,2022-04-20 23:02:36,50.2334,-63.5986,35.96,87,100,13.8
452,Oleiros,ES,2022-04-20 23:02:37,43.3333,-8.3167,48.4,80,20,4.61
453,Sur,OM,2022-04-20 23:02:37,22.5667,59.5289,83.68,46,93,9.86
454,Todi,IT,2022-04-20 23:02:37,42.7799,12.4046,55.22,75,100,1.83
455,Awbari,LY,2022-04-20 23:03:38,26.5921,12.7805,75.45,13,90,17.69
456,Vila Franca Do Campo,PT,2022-04-20 23:03:38,37.7167,-25.4333,57.61,64,93,2.89
457,Iwanai,JP,2022-04-20 23:03:39,42.9744,140.5089,56.66,44,8,7.76
458,Camacha,PT,2022-04-20 23:03:39,33.0833,-16.3333,58.42,77,40,11.5
459,Hammerfest,NO,2022-04-20 23:03:40,70.6634,23.6821,37.85,93,0,0.0
460,Tarancon,ES,2022-04-20 23:03:40,40.0085,-3.0073,37.94,78,67,8.01
461,Quime,BO,2022-04-20 23:03:40,-16.9833,-67.2167,50.54,84,96,1.59
462,Miri,MY,2022-04-20 23:03:41,4.4148,114.0089,77.02,93,100,4.88
463,Mitu,CO,2022-04-20 23:03:41,1.1983,-70.1733,73.49,91,100,1.39
464,Cardoso,BR,2022-04-20 23:03:42,-20.0819,-49.9142,79.03,45,66,6.42
465,Tchollire,CM,2022-04-20 23:03:42,8.4022,14.1698,81.43,49,100,3.69
466,Carutapera,BR,2022-04-20 23:03:42,-1.195,-46.02,78.12,87,100,5.41
467,Yarada,IN,2022-04-20 23:03:43,17.65,83.2667,81.45,86,7,13.89
468,Vao,NC,2022-04-20 23:03:43,-22.6667,167.4833,74.95,70,2,8.81
469,Chara,RU,2022-04-20 23:03:44,56.9064,118.2631,17.15,61,52,1.92
470,Miyoshi,JP,2022-04-20 23:03:44,35.0833,137.0667,61.86,75,100,2.26
471,Parabel,RU,2022-04-20 23:03:44,58.6978,81.4825,35.44,97,100,5.08
472,Knysna,ZA,2022-04-20 23:03:45,-34.0363,23.0471,71.08,42,95,6.17
473,Anadyr,RU,2022-04-20 23:03:45,64.75,177.4833,32.5,74,75,15.66
474,Wellington,NZ,2022-04-20 23:01:29,-41.2866,174.7756,67.66,86,75,28.77
475,Snezhnogorsk,RU,2022-04-20 23:03:46,69.1933,33.2531,35.38,97,100,7.87
476,Hobyo,SO,2022-04-20 23:03:46,5.3505,48.5268,82.0,67,98,12.28
477,Pokhara,NP,2022-04-20 23:03:02,28.2333,83.9833,66.38,67,3,4.47
478,Mayo,US,2022-04-20 23:03:47,38.8876,-76.5119,61.36,48,0,8.05
479,Gazanjyk,TM,2022-04-20 23:03:47,39.2446,55.5154,66.85,49,13,9.33
480,Dongsheng,CN,2022-04-20 23:03:48,39.8161,109.9776,42.91,62,75,19.13
481,Poum,NC,2022-04-20 23:03:48,-20.2333,164.0167,77.95,75,15,9.84
482,Aripuana,BR,2022-04-20 23:03:48,-9.1667,-60.6333,74.5,97,96,0.58
483,Wanning,CN,2022-04-20 23:03:49,18.8003,110.3967,73.06,89,85,5.37
484,Madridejos,ES,2022-04-20 23:03:49,39.4682,-3.532,41.25,75,10,13.85
485,Mbini,GQ,2022-04-20 23:03:50,1.574,9.6134,78.46,80,96,5.32
486,Palmer,US,2022-04-20 23:03:50,42.1584,-72.3287,52.25,33,20,6.91
487,Dzilam Gonzalez,MX,2022-04-20 23:03:50,21.2833,-88.9333,84.96,56,0,13.13
488,Guatire,VE,2022-04-20 23:03:51,10.4762,-66.5427,73.92,93,84,3.42
489,Saint-Georges,GD,2022-04-20 23:03:51,12.0564,-61.7485,78.04,75,75,16.42
490,Wattegama,LK,2022-04-20 23:03:52,6.7989,81.4808,74.61,93,34,1.19
491,Ouadda,CF,2022-04-20 23:03:52,8.0777,22.4007,70.2,96,100,3.31
492,Los Llanos De Aridane,ES,2022-04-20 23:03:53,28.6585,-17.9182,60.55,78,100,16.11
493,Tela,HN,2022-04-20 23:03:53,15.7833,-87.45,80.98,70,0,8.21
494,Antofagasta,CL,2022-04-20 23:02:29,-23.65,-70.4,62.46,83,68,5.97
495,Acajutla,SV,2022-04-20 23:00:42,13.5928,-89.8275,84.54,62,1,7.09
496,Antalaha,MG,2022-04-20 23:03:54,-14.9003,50.2788,75.22,96,100,9.93
497,Honningsvag,NO,2022-04-20 23:03:54,70.9821,25.9704,38.95,81,40,2.3
498,Riviere-Au-Renard,CA,2022-04-20 23:03:55,48.9957,-64.3971,38.5,78,77,17.47
499,Cuiluan,CN,2022-04-20 23:03:55,47.72,128.648,52.95,57,100,3.85
500,Langsa,ID,2022-04-20 23:03:56,4.4683,97.9683,74.07,95,100,2.1
501,Necochea,AR,2022-04-20 23:04:56,-38.5473,-58.7368,58.1,94,97,5.5
502,Yantal,RU,2022-04-20 23:04:56,56.8471,105.2542,24.96,92,100,5.1
503,Oum Hadjer,TD,2022-04-20 23:04:57,13.2954,19.6966,90.73,21,100,2.48
504,De-Kastri,RU,2022-04-20 23:04:57,51.4667,140.7833,36.1,94,100,1.5
505,Bose,IT,2022-04-20 23:04:58,45.4612,8.0137,53.29,75,100,2.04
506,Svobodnyy,RU,2022-04-20 23:04:58,51.4,128.1333,38.62,57,87,13.27
507,Pithoragarh,IN,2022-04-20 23:04:59,29.5833,80.2167,61.74,29,99,3.56
508,Bagdarin,RU,2022-04-20 23:04:59,54.4333,113.6,25.12,51,98,3.74
509,Luau,AO,2022-04-20 23:04:59,-10.7073,22.2247,63.99,94,98,3.91
510,Pochutla,MX,2022-04-20 23:05:00,15.7432,-96.4661,89.82,38,1,6.87
511,Santa Maria,BR,2022-04-20 23:05:00,-29.6842,-53.8069,64.26,84,59,4.65
512,Devarkonda,IN,2022-04-20 23:05:01,16.7,78.9333,83.53,53,26,3.98
513,Broome,US,2022-04-20 23:05:01,42.2506,-75.833,49.68,49,0,5.75
514,Kuopio,FI,2022-04-20 23:01:39,62.8924,27.677,39.15,81,0,1.14
515,Iqaluit,CA,2022-04-20 23:00:28,63.7506,-68.5145,18.7,85,100,10.0
516,Kungurtug,RU,2022-04-20 23:05:02,50.5994,97.5228,25.7,74,93,2.08
517,Perevolotskiy,RU,2022-04-20 23:05:03,51.8763,54.1938,57.94,60,99,3.02
518,Dunedin,NZ,2022-04-20 23:03:32,-45.8742,170.5036,60.06,94,92,1.86
519,Pasni,PK,2022-04-20 23:05:03,25.2631,63.471,78.48,71,0,8.37
520,Huadian,CN,2022-04-20 23:05:04,42.9633,126.7478,60.42,41,20,14.07
521,Honavar,IN,2022-04-20 23:05:04,14.2833,74.45,79.65,87,8,1.83
522,Homer,US,2022-04-20 23:05:05,59.6425,-151.5483,46.29,46,0,9.22
523,Diffa,NE,2022-04-20 23:05:05,13.3154,12.6113,83.88,18,89,4.16
524,Port-Gentil,GA,2022-04-20 23:05:05,-0.7193,8.7815,80.56,94,40,4.61
525,Orange,US,2022-04-20 23:05:06,33.7,-117.7675,75.47,52,20,10.36
526,Pemangkat,ID,2022-04-20 23:05:06,1.1667,108.9667,77.41,88,64,3.98
527,Miquelon,PM,2022-04-20 23:05:07,47.0975,-56.3814,37.4,94,100,17.38
528,San Luis,AR,2022-04-20 23:02:41,-33.295,-66.3356,59.13,68,64,16.62
529,Luderitz,NA,2022-04-20 23:05:08,-26.6481,15.1594,68.99,45,2,5.39
530,Chardara,KZ,2022-04-20 23:05:08,41.2547,67.9692,61.39,75,84,4.32
531,Barinas,VE,2022-04-20 23:05:08,8.6226,-70.2075,84.25,57,90,1.48
532,Emborion,GR,2022-04-20 23:05:09,40.4833,21.55,43.16,88,30,3.09
533,Puerto Carreno,CO,2022-04-20 23:05:09,6.189,-67.4859,82.56,71,100,3.36
534,Severnyy,RU,2022-04-20 23:05:10,50.677,36.5532,41.04,81,0,6.71
535,Muravlenko,RU,2022-04-20 23:05:10,63.7898,74.523,-0.63,95,19,12.93
536,Zaltan,LY,2022-04-20 23:05:10,32.947,11.8665,80.83,18,100,20.22
537,Ruteng,ID,2022-04-20 23:05:11,-8.6136,120.4721,64.11,87,84,1.88
538,Costa Rica,BR,2022-04-20 23:05:12,-23.4167,-54.65,72.16,78,31,6.46
539,Akureyri,IS,2022-04-20 23:05:12,65.6835,-18.0878,42.35,88,97,7.9
540,Pauini,BR,2022-04-20 23:05:12,-7.7136,-66.9764,73.54,93,89,2.28
541,Brigantine,US,2022-04-20 23:05:13,39.4101,-74.3646,58.05,46,0,9.22
